1;;0.92;0.47;0.31;0.28;0.41;0.67;0.95;0.42;0.59;0.78;0.68;0.06;0.98;0.82;0.38;0.28;0.99;0.99;0.31;0.51;0.64;0.65;0.98;0.74;0.83;0.04
2;;0.96;0.49;0.32;0.30;0.43;0.70;1.00;0.44;0.61;0.81;0.71;0.06;1.03;0.86;0.40;0.30;1.04;1.03;0.32;0.53;0.67;0.68;1.03;0.06;0.86;0.18
6;;1.10;0.56;0.35;0.32;0.47;0.76;1.08;0.48;0.67;0.88;0.78;0.07;1.12;0.93;0.43;0.32;1.13;1.13;0.35;0.58;0.73;0.74;1.11;0.84;0.94;0.04
10;;1.15;0.59;0.37;0.34;0.49;0.79;1.16;0.51;0.70;0.92;0.82;0.07;0.52;1.03;0.48;0.36;1.25;1.24;0.39;0.64;0.80;0.79;1.18;0.89;1.01;0.05
14;;1.16;0.60;0.37;0.34;0.50;0.79;1.17;0.52;0.72;0.95;0.84;0.08;0.52;1.03;0.48;0.35;1.25;1.24;0.38;0.64;0.80;0.79;1.18;0.89;1.00;0.05
18;;1.16;0.60;0.38;0.36;0.52;0.83;1.22;0.54;0.75;0.96;0.85;0.08;0.53;1.04;0.48;0.36;1.26;1.25;0.39;0.64;0.80;0.79;1.19;0.90;1.01;0.05
22;;1.15;0.60;0.38;0.36;0.51;0.82;1.21;0.54;0.75;0.96;0.40;0.07;0.51;1.01;0.47;0.35;1.23;1.22;0.38;0.63;0.78;0.80;1.20;0.90;1.02;0.05
26;;1.16;0.60;0.39;0.36;0.52;0.83;1.22;0.54;0.75;0.97;0.41;0.07;0.52;1.02;0.47;0.09;1.24;1.23;0.38;0.63;0.79;0.80;1.20;0.94;1.06;0.05
30;;1.15;0.60;0.38;0.36;0.51;0.81;1.25;0.56;0.75;0.96;0.40;0.07;0.51;1.01;0.48;0.36;1.27;1.26;0.39;0.65;0.81;0.80;1.20;0.90;1.02;0.05
34;;1.15;0.59;0.38;0.35;0.51;0.81;1.25;0.55;0.74;0.95;0.40;0.07;0.51;1.00;0.50;0.37;1.30;1.30;0.40;0.67;0.79;0.78;1.17;0.88;1.01;0.05
38;;0.77;0.58;0.37;0.35;0.49;0.79;1.21;0.54;0.72;0.92;0.38;0.07;0.50;0.98;0.49;0.36;1.28;1.27;0.39;0.66;0.83;0.82;1.21;0.92;1.05;0.05
42;;0.79;0.59;0.39;0.36;0.51;0.82;1.26;0.56;0.75;0.96;0.40;0.08;0.52;1.02;0.51;0.38;1.33;1.32;0.41;0.68;0.85;0.84;1.26;0.95;1.09;0.05
46;;0.82;0.62;0.40;0.38;0.54;0.86;1.33;0.59;0.79;0.99;0.41;0.08;0.51;1.01;0.50;0.37;1.31;1.31;0.40;0.68;0.85;0.84;1.25;1.02;1.16;0.05
50;;0.90;0.67;0.44;0.41;0.59;0.94;1.45;0.64;0.86;1.08;0.45;0.09;0.57;1.09;0.54;0.40;1.42;1.41;0.46;0.78;0.98;0.97;1.47;1.13;1.29;0.06
54;;0.95;0.71;0.47;0.44;0.63;1.00;1.54;0.68;0.92;1.15;0.48;0.09;0.61;1.16;0.58;0.43;1.51;1.51;0.50;0.84;1.04;1.03;1.44;1.12;1.29;0.06
58;;0.94;0.70;0.46;0.43;0.62;0.99;1.52;0.67;0.90;1.14;0.47;0.09;0.60;1.15;0.57;0.42;1.53;1.52;0.50;0.82;1.02;1.01;1.41;1.08;1.24;0.06
62;;0.93;0.69;0.46;0.43;0.62;0.99;1.52;0.67;0.90;1.20;0.49;0.10;0.63;1.21;0.60;0.45;1.61;1.60;0.53;0.86;1.08;1.07;1.49;1.14;1.31;0.06
66;;0.90;0.67;0.44;0.41;0.60;0.96;1.48;0.65;0.88;1.16;0.48;0.09;0.61;1.17;0.58;0.42;1.53;1.52;0.50;0.82;1.02;1.01;1.41;1.08;1.18;0.05
70;;0.91;0.68;0.45;0.42;0.61;0.96;1.53;0.68;0.91;1.18;0.49;0.09;0.62;1.19;0.59;0.44;1.58;1.57;0.52;0.85;1.06;1.04;1.46;1.12;1.22;0.06
74;;0.94;0.70;0.46;0.43;0.63;0.99;1.58;0.70;0.94;0.57;0.50;0.10;0.64;1.22;0.61;0.44;1.58;1.57;0.52;0.85;1.06;1.05;1.40;1.07;1.17;0.05
78;;0.96;0.72;0.47;0.44;0.64;0.97;1.56;0.69;0.93;1.20;0.50;0.10;0.63;1.21;0.60;0.43;1.57;1.56;0.51;0.84;1.04;1.02;1.37;1.05;1.14;0.05
82;;0.88;0.66;0.43;0.40;0.58;0.89;1.42;0.63;0.90;1.16;0.48;0.09;0.62;1.18;0.58;0.42;1.52;1.51;0.50;0.82;1.01;1.02;1.39;1.05;1.15;0.05
86;;0.89;0.67;0.44;0.40;0.59;0.89;1.43;0.99;0.89;1.15;0.48;0.09;0.59;1.18;0.59;0.73;1.53;1.52;0.50;0.83;1.02;1.04;1.41;1.07;1.17;0.05
90;;0.94;0.70;0.46;0.42;0.62;0.94;1.50;1.04;0.94;1.21;0.50;0.10;0.62;1.25;0.62;0.77;1.61;1.60;0.53;0.87;1.09;1.10;1.47;1.12;1.22;0.06
94;;0.87;0.65;0.43;0.40;0.57;0.87;1.40;0.97;0.87;1.13;0.47;0.09;0.58;1.16;0.58;0.72;1.50;1.49;0.51;0.85;1.04;1.06;1.41;1.07;1.17;0.05
98;;0.85;0.64;0.42;0.39;0.56;0.85;1.37;0.95;0.86;1.11;0.45;0.09;0.55;1.11;0.55;0.69;1.44;1.43;0.49;0.81;1.00;1.02;1.35;1.03;1.12;0.05
102;;0.89;0.67;0.44;0.40;0.59;0.90;1.43;1.00;0.90;1.16;0.47;0.09;0.58;1.17;0.58;0.72;1.54;1.53;0.52;0.87;1.07;1.09;1.40;1.07;1.16;0.05
106;;0.82;0.62;0.40;0.37;0.54;0.83;1.32;0.92;0.83;1.07;0.43;0.80;0.56;1.12;0.56;0.70;1.49;1.48;0.51;0.84;1.03;1.05;1.35;1.03;1.12;0.05
110;;0.81;0.61;0.40;0.37;0.54;0.82;1.34;0.93;0.84;1.08;0.43;0.79;0.56;1.12;0.56;0.69;1.48;1.47;0.50;0.84;1.03;1.05;1.35;1.07;1.17;0.05
114;;0.79;0.59;0.39;0.36;0.52;0.79;1.30;0.94;0.84;1.09;0.44;0.80;0.56;1.13;0.56;0.68;1.44;1.44;0.49;0.82;1.00;1.02;1.32;1.02;1.12;0.05
118;;0.82;0.62;0.40;0.37;0.54;0.82;1.34;0.97;0.87;1.13;0.45;0.82;0.58;1.17;0.58;0.70;1.50;1.49;0.20;0.85;1.04;1.06;1.37;1.08;1.18;0.06
122;;0.76;0.57;0.37;0.34;0.50;0.76;1.24;0.90;0.81;1.04;0.42;0.77;0.54;1.09;0.54;0.65;1.40;1.39;0.19;0.80;0.10;1.05;1.36;1.07;1.17;0.05
126;;0.76;0.57;0.38;0.34;0.50;0.76;1.25;0.90;0.81;1.05;0.42;0.77;0.54;1.09;0.54;0.65;1.40;1.39;0.19;0.81;1.04;1.05;1.36;1.09;1.18;0.05
130;;0.75;0.56;0.37;0.34;0.49;0.75;1.23;0.88;0.78;1.01;0.40;0.74;0.52;1.05;0.52;0.63;1.35;1.34;0.19;0.78;1.01;1.02;1.32;1.04;1.14;0.05
134;;0.76;0.57;0.37;0.34;0.50;0.76;1.24;0.90;0.05;1.05;0.42;0.77;0.54;1.08;0.54;0.65;1.40;1.39;0.19;0.81;1.04;1.06;1.36;1.08;1.17;0.06
138;;0.75;0.56;0.37;0.34;0.49;0.77;1.26;0.91;0.05;1.06;0.42;0.78;0.55;1.10;0.66;0.68;1.45;1.45;0.20;0.84;1.08;1.10;1.42;1.12;1.22;0.06
142;;0.76;0.57;0.37;0.34;0.50;0.78;1.28;0.93;0.05;1.08;0.43;0.79;0.56;1.12;0.67;0.69;1.47;1.49;0.21;0.86;1.11;1.13;1.46;1.16;1.26;0.06
146;;0.71;0.53;0.35;0.32;0.46;0.73;1.19;0.86;0.04;1.00;0.40;0.73;0.52;1.03;0.67;0.69;1.48;1.49;0.21;0.87;1.12;1.14;1.47;1.10;1.20;0.06
150;;0.71;0.53;0.35;0.32;0.47;0.73;1.19;0.86;0.04;1.00;0.42;0.77;0.54;1.08;0.68;0.70;1.51;1.52;0.21;0.89;1.14;1.16;1.50;1.13;1.22;0.06
154;;0.68;0.51;0.33;0.31;0.43;0.70;1.14;0.82;0.04;0.96;0.40;0.65;0.46;0.99;0.62;0.64;1.38;1.39;0.19;0.81;1.04;1.06;1.36;1.03;1.11;0.05
158;;0.71;0.53;0.35;0.30;0.42;0.69;1.11;0.80;0.04;0.94;0.39;0.63;0.45;0.96;0.61;0.63;1.34;1.36;0.19;0.84;1.02;1.04;1.39;1.04;1.13;0.05
162;;0.71;0.53;0.35;0.30;0.42;0.69;0.90;0.81;0.04;0.95;0.39;0.64;0.45;0.97;0.61;0.63;1.35;1.37;0.19;0.85;1.03;1.04;1.39;1.04;1.13;0.05
166;;0.73;0.55;0.36;0.31;0.44;0.73;0.96;0.86;0.04;1.00;0.42;0.68;0.48;1.03;0.65;0.67;1.44;0.08;0.19;0.84;1.02;1.04;1.37;1.04;1.12;0.05
170;;0.72;0.54;0.36;0.31;0.44;0.73;0.97;0.87;0.05;1.02;0.43;0.69;0.48;1.04;0.66;0.68;1.46;1.37;0.19;0.85;1.03;1.05;1.39;1.05;1.14;0.05
174;;0.74;0.09;0.37;0.31;0.45;0.75;0.99;0.89;0.05;1.04;0.43;0.70;0.50;1.07;0.67;0.69;1.48;1.39;0.19;0.87;1.05;1.02;1.35;1.02;1.12;0.05
178;;0.74;0.09;0.36;0.31;0.45;0.74;0.98;0.88;0.05;1.03;0.43;0.70;0.49;1.06;0.67;0.69;1.46;1.38;0.19;0.86;1.04;1.06;1.41;1.06;1.16;0.06
182;;0.72;0.09;0.36;0.31;0.44;0.73;0.93;0.84;0.04;0.97;0.41;0.66;0.46;1.00;0.63;0.65;1.40;1.32;0.18;0.82;1.00;1.02;1.35;1.02;1.12;0.05
186;;0.75;0.09;0.37;0.32;0.47;0.77;0.98;0.89;0.05;1.04;0.43;0.70;0.49;1.10;0.70;0.72;1.53;1.44;0.20;0.89;1.09;1.11;1.50;1.13;1.24;0.06
190;;0.74;0.09;0.37;0.32;0.46;0.77;0.95;0.87;0.05;1.01;0.42;0.68;0.48;1.07;0.68;0.70;1.49;1.40;0.19;0.85;1.03;1.05;1.48;1.12;1.23;0.06
194;;0.67;0.08;0.33;0.29;0.42;0.69;0.86;0.78;0.04;0.91;0.40;0.64;0.45;1.01;0.64;0.65;1.39;1.31;0.17;0.80;1.02;1.03;1.40;1.05;1.16;0.05
198;;0.71;0.08;0.35;0.31;0.44;0.73;0.91;0.83;0.04;0.97;0.42;0.68;0.48;1.07;0.68;0.70;1.48;1.39;0.19;0.85;1.09;1.10;1.49;1.12;1.30;0.06
202;;0.66;0.08;0.33;0.29;0.42;0.69;0.85;0.77;0.04;0.90;0.39;0.63;0.45;1.00;0.63;0.65;1.38;1.29;0.17;0.83;1.06;1.08;1.46;1.10;1.27;0.06
206;;0.63;0.07;0.31;0.28;0.40;0.66;0.82;0.75;0.04;0.92;0.40;0.64;0.45;1.01;0.67;0.69;1.47;1.38;0.18;0.84;1.06;1.07;1.45;1.09;1.26;0.06
210;;0.61;0.07;0.30;0.27;0.39;0.64;0.80;0.72;0.04;0.86;0.37;0.60;0.42;0.95;0.63;0.70;1.48;1.40;0.19;0.85;1.11;1.12;1.52;1.15;1.32;0.06
214;;0.61;0.07;0.30;0.27;0.39;0.64;0.80;0.73;0.04;0.86;0.37;0.60;0.42;0.95;0.63;0.70;1.49;1.40;0.04;0.86;1.12;1.14;1.54;1.14;1.31;0.06
218;;0.63;0.07;0.31;0.28;0.35;0.66;0.82;0.75;0.04;0.56;0.44;0.62;0.44;0.98;0.65;0.72;1.53;1.44;0.19;0.88;1.20;1.22;1.76;1.25;1.45;0.07
222;;0.64;0.08;0.32;0.28;0.36;0.67;0.83;0.76;0.04;0.57;0.44;0.64;0.45;1.01;0.67;0.75;1.53;1.44;0.19;0.88;1.20;1.22;1.75;1.25;1.45;0.07
226;;0.69;0.08;0.34;0.31;0.39;0.73;0.90;0.82;0.04;0.61;0.48;0.70;0.49;1.10;0.73;0.81;1.66;1.56;0.21;0.96;1.30;1.36;1.95;1.39;1.61;0.08
230;;0.69;0.08;0.34;0.31;0.39;0.72;0.90;0.82;0.04;0.64;0.50;0.78;0.55;1.23;0.38;0.91;1.86;1.75;0.23;1.07;1.46;1.52;2.19;1.56;1.80;0.09
234;;0.66;0.08;0.32;0.29;0.38;0.72;0.89;0.81;0.04;0.61;0.48;0.69;0.48;1.17;0.78;0.86;1.87;1.76;0.23;1.08;1.47;1.53;2.20;1.57;1.81;0.09
238;;0.68;0.08;0.33;0.30;0.39;0.74;0.94;0.85;0.04;0.64;0.50;0.72;0.51;1.23;0.82;0.91;1.97;1.85;0.25;1.13;1.56;1.62;2.33;1.67;1.92;0.09
242;;0.68;0.08;0.33;0.29;0.39;0.73;0.93;0.85;0.04;0.63;0.50;0.75;0.53;1.27;0.85;0.94;2.04;1.92;0.25;1.17;1.62;1.68;2.42;1.75;2.08;0.10
246;;0.69;0.08;0.34;0.30;0.40;0.74;0.95;0.86;0.04;0.64;0.51;0.76;0.54;1.30;0.86;0.96;2.08;1.95;0.25;1.14;1.46;1.55;2.45;1.75;2.08;0.10
250;;0.72;0.08;0.35;0.31;0.42;0.78;0.99;0.90;0.05;0.67;0.53;0.80;0.56;1.36;0.92;1.04;2.26;2.12;0.27;1.24;1.59;1.68;2.66;1.91;2.28;0.11
254;;0.69;0.08;0.34;0.28;0.36;0.67;0.85;0.77;0.21;0.57;0.45;0.68;0.48;1.15;0.77;0.87;1.89;1.78;0.23;1.04;1.33;1.41;2.23;1.63;1.94;0.09
258;;0.69;0.08;0.34;0.29;0.36;0.67;0.86;0.78;0.21;0.58;0.45;0.69;0.48;1.16;0.77;0.76;1.90;1.73;0.22;1.01;1.30;1.37;2.17;1.59;1.89;0.09
262;;0.67;0.08;0.33;0.29;0.36;0.67;0.86;0.78;0.21;0.58;0.46;0.69;0.48;1.16;0.77;0.87;1.89;1.72;0.22;1.00;1.29;1.37;2.16;1.59;1.89;0.09
266;;0.74;0.09;0.38;0.33;0.42;0.78;1.00;0.91;0.25;0.67;0.52;0.79;0.56;1.34;0.88;1.00;2.18;1.98;0.25;1.16;1.48;1.57;2.48;1.79;2.13;0.10
270;;0.77;0.09;0.39;0.34;0.42;0.78;0.98;0.89;0.26;0.69;0.54;0.81;0.57;1.33;0.88;1.00;2.17;1.98;0.25;1.15;1.44;1.53;2.42;1.83;2.08;0.10
274;;0.74;0.09;0.38;0.32;0.41;0.75;0.94;0.86;0.25;0.66;0.52;0.78;0.57;1.33;0.88;0.97;2.11;1.79;0.23;1.04;1.31;1.39;2.19;1.66;1.88;0.09
278;;0.73;0.08;0.39;0.33;0.40;0.73;0.92;0.83;0.24;0.64;0.50;0.76;0.53;1.25;0.82;0.21;1.98;1.81;0.23;1.05;1.32;1.40;2.21;1.67;1.90;0.09
282;;0.67;0.08;0.36;0.31;0.37;0.68;0.86;0.77;0.22;0.59;0.50;0.80;0.56;1.31;0.87;1.08;2.34;1.98;0.25;1.15;1.49;1.58;2.37;1.80;2.04;0.10
286;;0.69;0.08;0.37;0.31;0.38;0.69;0.85;0.77;0.22;0.59;0.50;0.79;0.56;1.30;0.86;1.07;2.32;1.97;0.25;1.14;1.48;1.57;2.36;1.79;1.93;0.10
290;;0.68;0.08;0.36;0.31;0.37;0.68;0.83;0.80;0.23;0.61;0.52;0.84;0.40;1.41;0.93;1.16;2.52;2.04;0.26;1.18;1.54;1.63;2.45;1.86;2.00;0.10
294;;0.73;0.09;0.39;0.33;0.42;0.76;0.94;0.91;0.26;0.70;0.59;0.95;0.45;1.61;1.06;1.32;2.86;2.32;0.30;1.38;1.74;0.93;2.77;2.10;2.27;0.11
298;;0.74;0.09;0.39;0.32;0.41;0.74;0.91;0.88;0.25;0.67;0.57;0.92;0.44;1.55;1.03;1.32;2.85;2.44;0.31;1.41;1.79;1.90;2.85;2.16;2.21;0.11
302;;0.78;0.09;0.41;0.34;0.43;0.78;0.96;0.99;0.12;0.76;0.64;1.04;0.49;1.75;1.07;1.44;0.74;2.73;0.34;1.58;2.13;2.13;3.20;2.43;2.62;0.13
306;;0.78;0.09;0.42;0.79;0.43;0.79;0.96;1.03;0.13;0.82;0.70;1.12;0.53;1.89;1.16;1.57;3.39;2.96;0.37;1.71;2.30;2.31;3.47;2.58;2.79;0.14
310;;0.78;0.09;0.40;0.75;0.41;0.75;0.92;0.97;0.12;0.78;0.66;1.06;0.51;1.79;1.10;1.48;3.21;2.80;0.35;1.62;2.18;2.19;3.29;2.36;2.54;0.13
314;;0.71;0.08;0.36;0.69;0.37;0.68;0.84;0.89;0.11;0.72;0.61;1.04;0.46;1.64;1.01;1.36;2.94;2.56;0.32;1.49;2.05;2.06;3.09;2.22;2.39;0.12
318;;0.76;0.09;0.39;0.74;0.41;0.27;0.84;0.89;0.11;0.74;0.66;1.07;0.48;1.69;1.04;1.39;3.02;2.64;0.33;1.53;2.11;2.12;3.18;2.28;2.46;0.12
322;;0.70;0.08;0.36;0.68;0.38;0.25;0.77;0.81;0.10;0.68;0.61;0.98;0.44;1.55;0.95;1.30;2.82;2.46;0.33;1.50;2.07;2.08;3.13;2.10;2.26;0.11
326;;0.73;0.09;0.37;0.71;0.39;0.26;0.80;0.85;0.10;0.68;0.61;0.98;0.44;1.56;0.96;1.31;2.83;2.47;0.33;1.52;2.10;2.00;3.00;2.01;2.17;0.11
330;;0.77;0.09;0.39;0.75;0.42;0.27;0.85;0.85;0.11;0.75;0.64;1.03;0.46;1.63;1.00;1.37;2.97;2.59;0.34;1.60;2.20;2.10;3.14;2.11;2.18;0.11
334;;0.75;0.09;0.38;0.72;0.40;0.26;0.82;0.82;0.11;0.73;0.61;0.98;0.44;1.55;0.95;1.30;2.68;2.26;0.30;1.40;1.93;1.83;2.75;1.84;1.91;0.10
